ID,stress_score
TEST_0000,0.5731328
TEST_0001,0.84987694
TEST_0002,0.19550389
TEST_0003,0.62749654
TEST_0004,0.65733635
TEST_0005,0.5240317
TEST_0006,0.7930457
TEST_0007,0.2779246
TEST_0008,0.67891294
TEST_0009,0.80124724
TEST_0010,0.8169499
TEST_0011,0.4451169
TEST_0012,0.6509977
TEST_0013,0.7471953
TEST_0014,0.334139
TEST_0015,0.59224963
TEST_0016,0.43085515
TEST_0017,0.24545501
TEST_0018,0.55380505
TEST_0019,0.5907486
TEST_0020,0.3792694
TEST_0021,0.49457228
TEST_0022,0.44310817
TEST_0023,0.48509148
TEST_0024,0.7214544
TEST_0025,0.72963876
TEST_0026,0.9317013
TEST_0027,0.42784923
TEST_0028,0.4666893
TEST_0029,0.5205686
TEST_0030,0.43486872
TEST_0031,0.4714853
TEST_0032,0.35462722
TEST_0033,0.48959234
TEST_0034,0.4752504
TEST_0035,0.6289441
TEST_0036,0.42571548
TEST_0037,0.42966074
TEST_0038,0.45052508
TEST_0039,0.45951536
TEST_0040,0.4169655
TEST_0041,0.44395465
TEST_0042,0.6991097
TEST_0043,0.2129824
TEST_0044,0.44037917
TEST_0045,0.65096664
TEST_0046,0.39700636
TEST_0047,0.66904026
TEST_0048,0.32325086
TEST_0049,0.3656191
TEST_0050,0.45879838
TEST_0051,0.7214378
TEST_0052,0.760071
TEST_0053,0.44825783
TEST_0054,0.4002208
TEST_0055,0.26092055
TEST_0056,0.33245677
TEST_0057,0.5705862
TEST_0058,0.29935437
TEST_0059,0.71958125
TEST_0060,0.6961719
TEST_0061,0.5845778
TEST_0062,0.65523887
TEST_0063,0.72898203
TEST_0064,0.37727332
TEST_0065,0.7901562
TEST_0066,0.45248395
TEST_0067,0.37609223
TEST_0068,0.19376816
TEST_0069,0.58469343
TEST_0070,0.5152728
TEST_0071,0.40262395
TEST_0072,0.3214527
TEST_0073,0.6356445
TEST_0074,0.50857973
TEST_0075,0.1901794
TEST_0076,0.6305903
TEST_0077,0.38862178
TEST_0078,0.49021563
TEST_0079,0.47342607
TEST_0080,0.5300614
TEST_0081,0.24593109
TEST_0082,0.56267565
TEST_0083,0.5143347
TEST_0084,0.36069557
TEST_0085,0.46188715
TEST_0086,0.3562228
TEST_0087,0.7773832
TEST_0088,0.43102238
TEST_0089,0.62261456
TEST_0090,0.5283672
TEST_0091,0.36698994
TEST_0092,0.82741916
TEST_0093,0.19849047
TEST_0094,0.43390468
TEST_0095,0.40682268
TEST_0096,0.38741222
TEST_0097,0.7107792
TEST_0098,0.18443274
TEST_0099,0.37856844
TEST_0100,0.47890022
TEST_0101,0.6201686
TEST_0102,0.66392726
TEST_0103,0.7362127
TEST_0104,0.4767915
TEST_0105,0.7932575
TEST_0106,0.40821925
TEST_0107,0.26793277
TEST_0108,0.6068724
TEST_0109,0.4222818
TEST_0110,0.55382466
TEST_0111,0.22864316
TEST_0112,0.36710632
TEST_0113,0.6332004
TEST_0114,0.53785807
TEST_0115,0.5608396
TEST_0116,0.2739579
TEST_0117,0.29638496
TEST_0118,0.88250256
TEST_0119,0.56213033
TEST_0120,0.6246168
TEST_0121,0.3562978
TEST_0122,0.5179343
TEST_0123,0.67770267
TEST_0124,0.3227147
TEST_0125,0.7436449
TEST_0126,0.60706383
TEST_0127,0.54802364
TEST_0128,0.57721746
TEST_0129,0.5833922
TEST_0130,0.508352
TEST_0131,0.5518016
TEST_0132,0.7835712
TEST_0133,0.49643287
TEST_0134,0.7457091
TEST_0135,0.6564852
TEST_0136,0.3400198
TEST_0137,0.6347705
TEST_0138,0.3515124
TEST_0139,0.32415274
TEST_0140,0.44835114
TEST_0141,0.55370265
TEST_0142,0.5710173
TEST_0143,0.5380275
TEST_0144,0.5611515
TEST_0145,0.7891751
TEST_0146,0.65258867
TEST_0147,0.35237825
TEST_0148,0.22275372
TEST_0149,0.48867595
TEST_0150,0.49288672
TEST_0151,0.62979674
TEST_0152,0.40495524
TEST_0153,0.051238522
TEST_0154,0.38785723
TEST_0155,0.57634926
TEST_0156,0.44477886
TEST_0157,0.8654287
TEST_0158,0.36938173
TEST_0159,0.44514948
TEST_0160,0.34579176
TEST_0161,0.036103457
TEST_0162,0.38965946
TEST_0163,0.46346027
TEST_0164,0.634033
TEST_0165,0.6221961
TEST_0166,0.6025669
TEST_0167,0.5300674
TEST_0168,0.43824264
